country_iso3,indicator_id,item,element,product_slug,year,value,unit,source_dataset,n_editions_reporting,notes
IRN,eggs__production,Hen eggs in shell,Production,eggs,2006,677000.0,t,cbi-annual-review-livestock-table,7,"Reported in 7 edition(s), median used. Values: cbi_annual_review_1385_2006-07=-10.7; cbi_annual_review_1385_2006-07=677.0; cbi_annual_review_1386_2007-08=-10.7; cbi_annual_review_1386_2007-08=677.0; cbi_annual_review_1387_2008-09=677.0; cbi_annual_review_1388_2009-10=677.0; cbi_annual_review_1389_2010-11=677.0"
IRN,eggs__production,Hen eggs in shell,Production,eggs,2007,703000.0,t,cbi-annual-review-livestock-table,7,"Reported in 7 edition(s), median used. Values: cbi_annual_review_1386_2007-08=3.8; cbi_annual_review_1386_2007-08=703.0; cbi_annual_review_1387_2008-09=3.9; cbi_annual_review_1387_2008-09=703.0; cbi_annual_review_1388_2009-10=703.0; cbi_annual_review_1389_2010-11=703.0; cbi_annual_review_1390_2011-12=703.0"
IRN,eggs__production,Hen eggs in shell,Production,eggs,2008,727000.0,t,cbi-annual-review-livestock-table,7,"Reported in 7 edition(s), median used. Values: cbi_annual_review_1387_2008-09=3.4; cbi_annual_review_1387_2008-09=727.0; cbi_annual_review_1388_2009-10=3.4; cbi_annual_review_1388_2009-10=727.0; cbi_annual_review_1389_2010-11=727.0; cbi_annual_review_1390_2011-12=727.0; cbi_annual_review_1391_2012-13=727.0"
IRN,eggs__production,Hen eggs in shell,Production,eggs,2009,751000.0,t,cbi-annual-review-livestock-table,8,"Reported in 8 edition(s), median used. Values: cbi_annual_review_1388_2009-10=3.3; cbi_annual_review_1388_2009-10=751.0; cbi_annual_review_1389_2010-11=3.4; cbi_annual_review_1389_2010-11=5.8; cbi_annual_review_1389_2010-11=751.0; cbi_annual_review_1390_2011-12=751.0; cbi_annual_review_1391_2012-13=751.0; cbi_annual_review_1392_2013-14=751.0"
IRN,eggs__production,Hen eggs in shell,Production,eggs,2010,767000.0,t,cbi-annual-review-livestock-table,9,"Reported in 9 edition(s), median used. Values: cbi_annual_review_1389_2010-11=2.0; cbi_annual_review_1389_2010-11=5.6; cbi_annual_review_1389_2010-11=767.0; cbi_annual_review_1390_2011-12=2.0; cbi_annual_review_1390_2011-12=5.6; cbi_annual_review_1390_2011-12=767.0; cbi_annual_review_1391_2012-13=767.0; cbi_annual_review_1392_2013-14=767.0; cbi_annual_review_1393_2014-15=767.0"
IRN,eggs__production,Hen eggs in shell,Production,eggs,2011,700000.0,t,cbi-annual-review-livestock-table,9,"Reported in 9 edition(s), median used. Values: cbi_annual_review_1390_2011-12=-8.7; cbi_annual_review_1390_2011-12=4.9; cbi_annual_review_1390_2011-12=700.0; cbi_annual_review_1391_2012-13=-8.7; cbi_annual_review_1391_2012-13=4.9; cbi_annual_review_1391_2012-13=700.0; cbi_annual_review_1392_2013-14=700.0; cbi_annual_review_1393_2014-15=700.0; cbi_annual_review_1394_2015-16=700.0"
IRN,eggs__production,Hen eggs in shell,Production,eggs,2012,913000.0,t,cbi-annual-review-livestock-table,9,"Reported in 9 edition(s), median used. Values: cbi_annual_review_1391_2012-13=6.1; cbi_annual_review_1391_2012-13=30.3; cbi_annual_review_1391_2012-13=913.0; cbi_annual_review_1392_2013-14=7.9; cbi_annual_review_1392_2013-14=30.4; cbi_annual_review_1392_2013-14=913.0; cbi_annual_review_1393_2014-15=913.0; cbi_annual_review_1394_2015-16=913.0; cbi_annual_review_1395_2016-17=913.0"
IRN,eggs__production,Hen eggs in shell,Production,eggs,2013,893000.0,t,cbi-annual-review-livestock-table,9,"Reported in 9 edition(s), median used. Values: cbi_annual_review_1392_2013-14=-2.2; cbi_annual_review_1392_2013-14=7.3; cbi_annual_review_1392_2013-14=893.0; cbi_annual_review_1393_2014-15=-2.1; cbi_annual_review_1393_2014-15=7.5; cbi_annual_review_1393_2014-15=893.0; cbi_annual_review_1394_2015-16=893.0; cbi_annual_review_1395_2016-17=893.0; cbi_annual_review_1396_2016-17=893.0"
IRN,eggs__production,Hen eggs in shell,Production,eggs,2014,925000.0,t,cbi-annual-review-livestock-table,9,"Reported in 9 edition(s), median used. Values: cbi_annual_review_1393_2014-15=3.5; cbi_annual_review_1393_2014-15=7.3; cbi_annual_review_1393_2014-15=925.0; cbi_annual_review_1394_2015-16=3.5; cbi_annual_review_1394_2015-16=7.3; cbi_annual_review_1394_2015-16=925.0; cbi_annual_review_1395_2016-17=925.0; cbi_annual_review_1396_2016-17=925.0; cbi_annual_review_1397_2018-19=925.0"
IRN,eggs__production,Hen eggs in shell,Production,eggs,2015,931000.0,t,cbi-annual-review-livestock-table,9,"Reported in 9 edition(s), median used. Values: cbi_annual_review_1394_2015-16=0.6; cbi_annual_review_1394_2015-16=7.1; cbi_annual_review_1394_2015-16=931.0; cbi_annual_review_1395_2016-17=0.6; cbi_annual_review_1395_2016-17=7.1; cbi_annual_review_1395_2016-17=931.0; cbi_annual_review_1396_2016-17=931.0; cbi_annual_review_1397_2018-19=931.0; cbi_annual_review_1398_2019-20=931.0"
IRN,eggs__production,Hen eggs in shell,Production,eggs,2016,940000.0,t,cbi-annual-review-livestock-table,9,"Reported in 9 edition(s), median used. Values: cbi_annual_review_1395_2016-17=1.0; cbi_annual_review_1395_2016-17=6.9; cbi_annual_review_1395_2016-17=940.0; cbi_annual_review_1396_2016-17=1.0; cbi_annual_review_1396_2016-17=6.9; cbi_annual_review_1396_2016-17=940.0; cbi_annual_review_1397_2018-19=940.0; cbi_annual_review_1398_2019-20=940.0; cbi_annual_review_1399_2020-21=940.0"
IRN,eggs__production,Hen eggs in shell,Production,eggs,2017,888000.0,t,cbi-annual-review-livestock-table,9,"Reported in 9 edition(s), median used. Values: cbi_annual_review_1396_2016-17=-5.6; cbi_annual_review_1396_2016-17=6.2; cbi_annual_review_1396_2016-17=888.0; cbi_annual_review_1397_2018-19=-5.6; cbi_annual_review_1397_2018-19=6.2; cbi_annual_review_1397_2018-19=888.0; cbi_annual_review_1398_2019-20=888.0; cbi_annual_review_1399_2020-21=888.0; cbi_annual_review_1400_2021-22=888.0"
IRN,eggs__production,Hen eggs in shell,Production,eggs,2018,901000.0,t,cbi-annual-review-livestock-table,9,"Reported in 9 edition(s), median used. Values: cbi_annual_review_1397_2018-19=1.6; cbi_annual_review_1397_2018-19=6.1; cbi_annual_review_1397_2018-19=901.0; cbi_annual_review_1398_2019-20=1.6; cbi_annual_review_1398_2019-20=6.1; cbi_annual_review_1398_2019-20=901.0; cbi_annual_review_1399_2020-21=901.0; cbi_annual_review_1400_2021-22=901.0; cbi_annual_review_1401_2022-23=901.0"
IRN,eggs__production,Hen eggs in shell,Production,eggs,2019,514900.0,t,cbi-annual-review-livestock-table,8,"Reported in 8 edition(s), median used. Values: cbi_annual_review_1398_2019-20=6.5; cbi_annual_review_1398_2019-20=12.8; cbi_annual_review_1398_2019-20=1017.0; cbi_annual_review_1399_2020-21=6.5; cbi_annual_review_1399_2020-21=12.8; cbi_annual_review_1399_2020-21=1017.0; cbi_annual_review_1400_2021-22=1017.0; cbi_annual_review_1401_2022-23=1017.0"
IRN,eggs__production,Hen eggs in shell,Production,eggs,2020,6800.0,t,cbi-annual-review-livestock-table,7,"Reported in 7 edition(s), median used. Values: cbi_annual_review_1399_2020-21=6.4; cbi_annual_review_1399_2020-21=6.8; cbi_annual_review_1399_2020-21=1082.0; cbi_annual_review_1400_2021-22=6.4; cbi_annual_review_1400_2021-22=6.8; cbi_annual_review_1400_2021-22=1082.0; cbi_annual_review_1401_2022-23=1082.0"
IRN,eggs__production,Hen eggs in shell,Production,eggs,2021,8700.0,t,cbi-annual-review-livestock-table,6,"Reported in 6 edition(s), median used. Values: cbi_annual_review_1400_2021-22=7.4; cbi_annual_review_1400_2021-22=8.7; cbi_annual_review_1400_2021-22=1177.0; cbi_annual_review_1401_2022-23=7.4; cbi_annual_review_1401_2022-23=8.7; cbi_annual_review_1401_2022-23=1177.0"
IRN,eggs__production,Hen eggs in shell,Production,eggs,2022,7500.0,t,cbi-annual-review-livestock-table,3,"Reported in 3 edition(s), median used. Values: cbi_annual_review_1401_2022-23=4.6; cbi_annual_review_1401_2022-23=7.5; cbi_annual_review_1401_2022-23=1231.0"
IRN,honey__production,"Honey, natural",Production,honey,2004,29000.0,t,cbi-annual-review-livestock-table,1,
IRN,honey__production,"Honey, natural",Production,honey,2005,35000.0,t,cbi-annual-review-livestock-table,2,
IRN,honey__production,"Honey, natural",Production,honey,2006,36000.0,t,cbi-annual-review-livestock-table,3,
IRN,honey__production,"Honey, natural",Production,honey,2007,47000.0,t,cbi-annual-review-livestock-table,4,"Reported in 4 edition(s), median used. Values: cbi_annual_review_1387_2008-09=30.3; cbi_annual_review_1387_2008-09=47.0; cbi_annual_review_1388_2009-10=47.0; cbi_annual_review_1389_2010-11=47.0"
IRN,honey__production,"Honey, natural",Production,honey,2008,41000.0,t,cbi-annual-review-livestock-table,6,"Reported in 6 edition(s), median used. Values: cbi_annual_review_1387_2008-09=-13.3; cbi_annual_review_1387_2008-09=41.0; cbi_annual_review_1388_2009-10=-13.4; cbi_annual_review_1388_2009-10=41.0; cbi_annual_review_1389_2010-11=41.0; cbi_annual_review_1391_2012-13=41.0"
IRN,honey__production,"Honey, natural",Production,honey,2009,46000.0,t,cbi-annual-review-livestock-table,7,"Reported in 7 edition(s), median used. Values: cbi_annual_review_1388_2009-10=14.0; cbi_annual_review_1388_2009-10=46.0; cbi_annual_review_1389_2010-11=0.4; cbi_annual_review_1389_2010-11=14.0; cbi_annual_review_1389_2010-11=46.0; cbi_annual_review_1391_2012-13=46.0; cbi_annual_review_1392_2013-14=46.0"
IRN,honey__production,"Honey, natural",Production,honey,2010,45000.0,t,cbi-annual-review-livestock-table,6,"Reported in 6 edition(s), median used. Values: cbi_annual_review_1389_2010-11=-3.0; cbi_annual_review_1389_2010-11=0.3; cbi_annual_review_1389_2010-11=45.0; cbi_annual_review_1391_2012-13=45.0; cbi_annual_review_1392_2013-14=45.0; cbi_annual_review_1393_2014-15=45.0"
IRN,honey__production,"Honey, natural",Production,honey,2011,51000.0,t,cbi-annual-review-livestock-table,6,"Reported in 6 edition(s), median used. Values: cbi_annual_review_1391_2012-13=0.4; cbi_annual_review_1391_2012-13=12.6; cbi_annual_review_1391_2012-13=51.0; cbi_annual_review_1392_2013-14=51.0; cbi_annual_review_1393_2014-15=51.0; cbi_annual_review_1394_2015-16=51.0"
IRN,honey__production,"Honey, natural",Production,honey,2012,71000.0,t,cbi-annual-review-livestock-table,9,"Reported in 9 edition(s), median used. Values: cbi_annual_review_1391_2012-13=0.5; cbi_annual_review_1391_2012-13=40.2; cbi_annual_review_1391_2012-13=71.0; cbi_annual_review_1392_2013-14=0.6; cbi_annual_review_1392_2013-14=40.2; cbi_annual_review_1392_2013-14=71.0; cbi_annual_review_1393_2014-15=71.0; cbi_annual_review_1394_2015-16=71.0; cbi_annual_review_1395_2016-17=71.0"
IRN,honey__production,"Honey, natural",Production,honey,2013,75000.0,t,cbi-annual-review-livestock-table,9,"Reported in 9 edition(s), median used. Values: cbi_annual_review_1392_2013-14=0.6; cbi_annual_review_1392_2013-14=4.9; cbi_annual_review_1392_2013-14=75.0; cbi_annual_review_1393_2014-15=0.6; cbi_annual_review_1393_2014-15=5.1; cbi_annual_review_1393_2014-15=75.0; cbi_annual_review_1394_2015-16=75.0; cbi_annual_review_1395_2016-17=75.0; cbi_annual_review_1396_2016-17=75.0"
IRN,honey__production,"Honey, natural",Production,honey,2014,78000.0,t,cbi-annual-review-livestock-table,9,"Reported in 9 edition(s), median used. Values: cbi_annual_review_1393_2014-15=0.6; cbi_annual_review_1393_2014-15=4.3; cbi_annual_review_1393_2014-15=78.0; cbi_annual_review_1394_2015-16=0.6; cbi_annual_review_1394_2015-16=4.3; cbi_annual_review_1394_2015-16=78.0; cbi_annual_review_1395_2016-17=78.0; cbi_annual_review_1396_2016-17=78.0; cbi_annual_review_1397_2018-19=78.0"
IRN,honey__production,"Honey, natural",Production,honey,2015,77000.0,t,cbi-annual-review-livestock-table,9,"Reported in 9 edition(s), median used. Values: cbi_annual_review_1394_2015-16=-0.5; cbi_annual_review_1394_2015-16=0.6; cbi_annual_review_1394_2015-16=77.0; cbi_annual_review_1395_2016-17=-0.5; cbi_annual_review_1395_2016-17=0.6; cbi_annual_review_1395_2016-17=77.0; cbi_annual_review_1396_2016-17=77.0; cbi_annual_review_1397_2018-19=77.0; cbi_annual_review_1398_2019-20=77.0"
IRN,honey__production,"Honey, natural",Production,honey,2016,82000.0,t,cbi-annual-review-livestock-table,9,"Reported in 9 edition(s), median used. Values: cbi_annual_review_1395_2016-17=0.6; cbi_annual_review_1395_2016-17=5.3; cbi_annual_review_1395_2016-17=82.0; cbi_annual_review_1396_2016-17=0.6; cbi_annual_review_1396_2016-17=5.3; cbi_annual_review_1396_2016-17=82.0; cbi_annual_review_1397_2018-19=82.0; cbi_annual_review_1398_2019-20=82.0; cbi_annual_review_1399_2020-21=82.0"
IRN,honey__production,"Honey, natural",Production,honey,2017,88000.0,t,cbi-annual-review-livestock-table,9,"Reported in 9 edition(s), median used. Values: cbi_annual_review_1396_2016-17=0.6; cbi_annual_review_1396_2016-17=8.3; cbi_annual_review_1396_2016-17=88.0; cbi_annual_review_1397_2018-19=0.6; cbi_annual_review_1397_2018-19=8.3; cbi_annual_review_1397_2018-19=88.0; cbi_annual_review_1398_2019-20=88.0; cbi_annual_review_1399_2020-21=88.0; cbi_annual_review_1400_2021-22=88.0"
IRN,honey__production,"Honey, natural",Production,honey,2018,90000.0,t,cbi-annual-review-livestock-table,9,"Reported in 9 edition(s), median used. Values: cbi_annual_review_1397_2018-19=0.6; cbi_annual_review_1397_2018-19=2.6; cbi_annual_review_1397_2018-19=90.0; cbi_annual_review_1398_2019-20=0.6; cbi_annual_review_1398_2019-20=2.6; cbi_annual_review_1398_2019-20=90.0; cbi_annual_review_1399_2020-21=90.0; cbi_annual_review_1400_2021-22=90.0; cbi_annual_review_1401_2022-23=90.0"
IRN,honey__production,"Honey, natural",Production,honey,2019,68650.0,t,cbi-annual-review-livestock-table,8,"Reported in 8 edition(s), median used. Values: cbi_annual_review_1398_2019-20=0.7; cbi_annual_review_1398_2019-20=24.3; cbi_annual_review_1398_2019-20=113.0; cbi_annual_review_1399_2020-21=0.7; cbi_annual_review_1399_2020-21=24.3; cbi_annual_review_1399_2020-21=113.0; cbi_annual_review_1400_2021-22=113.0; cbi_annual_review_1401_2022-23=113.0"
IRN,honey__production,"Honey, natural",Production,honey,2020,2400.0,t,cbi-annual-review-livestock-table,7,"Reported in 7 edition(s), median used. Values: cbi_annual_review_1399_2020-21=0.7; cbi_annual_review_1399_2020-21=2.4; cbi_annual_review_1399_2020-21=115.0; cbi_annual_review_1400_2021-22=0.7; cbi_annual_review_1400_2021-22=2.4; cbi_annual_review_1400_2021-22=115.0; cbi_annual_review_1401_2022-23=115.0"
IRN,honey__production,"Honey, natural",Production,honey,2021,700.0,t,cbi-annual-review-livestock-table,6,"Reported in 6 edition(s), median used. Values: cbi_annual_review_1400_2021-22=-2.8; cbi_annual_review_1400_2021-22=0.7; cbi_annual_review_1400_2021-22=112.0; cbi_annual_review_1401_2022-23=-2.8; cbi_annual_review_1401_2022-23=0.7; cbi_annual_review_1401_2022-23=112.0"
IRN,honey__production,"Honey, natural",Production,honey,2022,21400.0,t,cbi-annual-review-livestock-table,3,"Reported in 3 edition(s), median used. Values: cbi_annual_review_1401_2022-23=0.8; cbi_annual_review_1401_2022-23=21.4; cbi_annual_review_1401_2022-23=136.0"
IRN,milk__production,"Raw milk, all animals",Production,milk,1996,4705000.0,t,cbi-annual-review-livestock-table,1,
IRN,milk__production,"Raw milk, all animals",Production,milk,1997,4895000.0,t,cbi-annual-review-livestock-table,2,
IRN,milk__production,"Raw milk, all animals",Production,milk,1998,5105000.0,t,cbi-annual-review-livestock-table,3,
IRN,milk__production,"Raw milk, all animals",Production,milk,1999,5564000.0,t,cbi-annual-review-livestock-table,5,"Reported in 5 edition(s), median used. Values: cbi_annual_review_1379_2000-01=9.0; cbi_annual_review_1379_2000-01=5564.0; cbi_annual_review_1380_2001-02=5564.0; cbi_annual_review_1381_2002-03=5564.0; cbi_annual_review_1382_2003-04=5564.0"
IRN,milk__production,"Raw milk, all animals",Production,milk,2000,5623000.0,t,cbi-annual-review-livestock-table,7,"Reported in 7 edition(s), median used. Values: cbi_annual_review_1379_2000-01=1.1; cbi_annual_review_1379_2000-01=5623.0; cbi_annual_review_1380_2001-02=1.1; cbi_annual_review_1380_2001-02=5623.0; cbi_annual_review_1381_2002-03=5623.0; cbi_annual_review_1382_2003-04=5623.0; cbi_annual_review_1383_2004-05=5623.0"
IRN,milk__production,"Raw milk, all animals",Production,milk,2001,5748000.0,t,cbi-annual-review-livestock-table,7,"Reported in 7 edition(s), median used. Values: cbi_annual_review_1380_2001-02=2.2; cbi_annual_review_1380_2001-02=5748.0; cbi_annual_review_1381_2002-03=2.2; cbi_annual_review_1381_2002-03=5748.0; cbi_annual_review_1382_2003-04=5748.0; cbi_annual_review_1383_2004-05=5748.0; cbi_annual_review_1384_2005-06=5748.0"
IRN,milk__production,"Raw milk, all animals",Production,milk,2002,5877000.0,t,cbi-annual-review-livestock-table,7,"Reported in 7 edition(s), median used. Values: cbi_annual_review_1381_2002-03=2.2; cbi_annual_review_1381_2002-03=5877.0; cbi_annual_review_1382_2003-04=2.2; cbi_annual_review_1382_2003-04=5877.0; cbi_annual_review_1383_2004-05=5877.0; cbi_annual_review_1384_2005-06=5877.0; cbi_annual_review_1385_2006-07=5877.0"
IRN,milk__production,"Raw milk, all animals",Production,milk,2003,6316000.0,t,cbi-annual-review-livestock-table,7,"Reported in 7 edition(s), median used. Values: cbi_annual_review_1382_2003-04=7.5; cbi_annual_review_1382_2003-04=6316.0; cbi_annual_review_1383_2004-05=7.5; cbi_annual_review_1383_2004-05=6316.0; cbi_annual_review_1384_2005-06=6316.0; cbi_annual_review_1385_2006-07=6316.0; cbi_annual_review_1386_2007-08=6316.0"
IRN,milk__production,"Raw milk, all animals",Production,milk,2004,6720000.0,t,cbi-annual-review-livestock-table,7,"Reported in 7 edition(s), median used. Values: cbi_annual_review_1383_2004-05=6.4; cbi_annual_review_1383_2004-05=6720.0; cbi_annual_review_1384_2005-06=6.4; cbi_annual_review_1384_2005-06=6720.0; cbi_annual_review_1385_2006-07=6720.0; cbi_annual_review_1386_2007-08=6720.0; cbi_annual_review_1387_2008-09=6720.0"
IRN,milk__production,"Raw milk, all animals",Production,milk,2005,7179000.0,t,cbi-annual-review-livestock-table,7,"Reported in 7 edition(s), median used. Values: cbi_annual_review_1384_2005-06=6.8; cbi_annual_review_1384_2005-06=7179.0; cbi_annual_review_1385_2006-07=6.8; cbi_annual_review_1385_2006-07=7179.0; cbi_annual_review_1386_2007-08=7179.0; cbi_annual_review_1387_2008-09=7179.0; cbi_annual_review_1388_2009-10=7179.0"
IRN,milk__production,"Raw milk, all animals",Production,milk,2006,7741000.0,t,cbi-annual-review-livestock-table,7,"Reported in 7 edition(s), median used. Values: cbi_annual_review_1385_2006-07=7.8; cbi_annual_review_1385_2006-07=7741.0; cbi_annual_review_1386_2007-08=7.8; cbi_annual_review_1386_2007-08=7741.0; cbi_annual_review_1387_2008-09=7741.0; cbi_annual_review_1388_2009-10=7741.0; cbi_annual_review_1389_2010-11=7741.0"
IRN,milk__production,"Raw milk, all animals",Production,milk,2007,8251000.0,t,cbi-annual-review-livestock-table,7,"Reported in 7 edition(s), median used. Values: cbi_annual_review_1386_2007-08=7.4; cbi_annual_review_1386_2007-08=8312.0; cbi_annual_review_1387_2008-09=6.6; cbi_annual_review_1387_2008-09=8251.0; cbi_annual_review_1388_2009-10=8251.0; cbi_annual_review_1389_2010-11=8251.0; cbi_annual_review_1390_2011-12=8251.0"
IRN,milk__production,"Raw milk, all animals",Production,milk,2008,8772000.0,t,cbi-annual-review-livestock-table,7,"Reported in 7 edition(s), median used. Values: cbi_annual_review_1387_2008-09=6.3; cbi_annual_review_1387_2008-09=8772.0; cbi_annual_review_1388_2009-10=6.3; cbi_annual_review_1388_2009-10=8772.0; cbi_annual_review_1389_2010-11=8772.0; cbi_annual_review_1390_2011-12=8772.0; cbi_annual_review_1391_2012-13=8772.0"
IRN,milk__production,"Raw milk, all animals",Production,milk,2009,8378000.0,t,cbi-annual-review-livestock-table,8,"Reported in 8 edition(s), median used. Values: cbi_annual_review_1388_2009-10=8.9; cbi_annual_review_1388_2009-10=9552.0; cbi_annual_review_1389_2010-11=8.9; cbi_annual_review_1389_2010-11=74.3; cbi_annual_review_1389_2010-11=9552.0; cbi_annual_review_1390_2011-12=9552.0; cbi_annual_review_1391_2012-13=9552.0; cbi_annual_review_1392_2013-14=7204.0"
IRN,milk__production,"Raw milk, all animals",Production,milk,2010,7438000.0,t,cbi-annual-review-livestock-table,9,"Reported in 9 edition(s), median used. Values: cbi_annual_review_1389_2010-11=7.2; cbi_annual_review_1389_2010-11=75.0; cbi_annual_review_1389_2010-11=10242.0; cbi_annual_review_1390_2011-12=7.2; cbi_annual_review_1390_2011-12=75.3; cbi_annual_review_1390_2011-12=10242.0; cbi_annual_review_1391_2012-13=10242.0; cbi_annual_review_1392_2013-14=7438.0; cbi_annual_review_1393_2014-15=7438.0"
IRN,milk__production,"Raw milk, all animals",Production,milk,2011,7686000.0,t,cbi-annual-review-livestock-table,9,"Reported in 9 edition(s), median used. Values: cbi_annual_review_1390_2011-12=5.7; cbi_annual_review_1390_2011-12=75.8; cbi_annual_review_1390_2011-12=10822.0; cbi_annual_review_1391_2012-13=5.7; cbi_annual_review_1391_2012-13=75.6; cbi_annual_review_1391_2012-13=10822.0; cbi_annual_review_1392_2013-14=7686.0; cbi_annual_review_1393_2014-15=7686.0; cbi_annual_review_1394_2015-16=7686.0"
IRN,milk__production,"Raw milk, all animals",Production,milk,2012,7951000.0,t,cbi-annual-review-livestock-table,9,"Reported in 9 edition(s), median used. Values: cbi_annual_review_1391_2012-13=3.2; cbi_annual_review_1391_2012-13=74.4; cbi_annual_review_1391_2012-13=11165.0; cbi_annual_review_1392_2013-14=3.5; cbi_annual_review_1392_2013-14=68.8; cbi_annual_review_1392_2013-14=7952.0; cbi_annual_review_1393_2014-15=7952.0; cbi_annual_review_1394_2015-16=7952.0; cbi_annual_review_1395_2016-17=7951.0"
IRN,milk__production,"Raw milk, all animals",Production,milk,2013,8268000.0,t,cbi-annual-review-livestock-table,9,"Reported in 9 edition(s), median used. Values: cbi_annual_review_1392_2013-14=8.1; cbi_annual_review_1392_2013-14=69.9; cbi_annual_review_1392_2013-14=8594.0; cbi_annual_review_1393_2014-15=4.0; cbi_annual_review_1393_2014-15=69.1; cbi_annual_review_1393_2014-15=8268.0; cbi_annual_review_1394_2015-16=8268.0; cbi_annual_review_1395_2016-17=8268.0; cbi_annual_review_1396_2016-17=8268.0"
IRN,milk__production,"Raw milk, all animals",Production,milk,2014,8800000.0,t,cbi-annual-review-livestock-table,9,"Reported in 9 edition(s), median used. Values: cbi_annual_review_1393_2014-15=6.4; cbi_annual_review_1393_2014-15=69.7; cbi_annual_review_1393_2014-15=8800.0; cbi_annual_review_1394_2015-16=6.4; cbi_annual_review_1394_2015-16=69.7; cbi_annual_review_1394_2015-16=8800.0; cbi_annual_review_1395_2016-17=8800.0; cbi_annual_review_1396_2016-17=8800.0; cbi_annual_review_1397_2018-19=8800.0"
IRN,milk__production,"Raw milk, all animals",Production,milk,2015,9140000.0,t,cbi-annual-review-livestock-table,9,"Reported in 9 edition(s), median used. Values: cbi_annual_review_1394_2015-16=3.9; cbi_annual_review_1394_2015-16=69.9; cbi_annual_review_1394_2015-16=9140.0; cbi_annual_review_1395_2016-17=3.9; cbi_annual_review_1395_2016-17=69.9; cbi_annual_review_1395_2016-17=9140.0; cbi_annual_review_1396_2016-17=9140.0; cbi_annual_review_1397_2018-19=9140.0; cbi_annual_review_1398_2019-20=9140.0"
